Unnamed: 0,Source File,Joined Title,Joined Description,Qualified categories
73,hackgt_2021.csv,Spl-it,"Inspiration
Spl-it was born out of personal frustration.  As college students, it is a common experience to have groups for assignments or projects that have misaligned values and fail to work together.  Furthermore, regarding one of our group members in particular, cost-splitting has been very difficult for their family, since their parents grew up in Canada and their Canadian bank has not yet implemented Venmo.  While brainstorming personal problems that our software can solve, we realized that splitting things was, in general, a major difficulty that we believed computational algorithms could solve.  That inspired us to create Spl-it.
What it does
Spl-it is a combination of several utilities, including a team creator (which splits people into optimal teams based on results on a five-factor personality test), task splitter (which gives you an amount of time to spend on a task), and check splitting (which splits a cost among members of a group).
How we built it
Spl-it's team creator implements a genetic algorithm that creates random teams, and then forces them to ""reproduce""—to form a third team composed of random selections from the two parent teams.  That third team then may undergo random mutations wherein a couple of members are re-organized to introduce more diversity to our pool of options.  Then, we measure the fitness of each team (currently, that is based on similarity in two factor scores), sort it, and crop our holding list for ""survival of the fittest"".  The task splitter relies on a random walk function that can be configured to have different variation scores.  The function outputs n values that sum to the total amount of time allotted, where n is the number of tasks inputted, but the higher the variation, the more chaotic those values would be.  The check-splitter is probably the simplest utility as it functions by dividing price by people—however, we still believe it can be very useful given the frequent need for cost splits.
Challenges we ran into
One of our biggest challenges was front-end implementation, as none of our team members have extensive front-end experience (or backend or even middle-end experience, if I'm being totally honest).  We are currently developing a website as a host for all of these services, and it is proving to have a very difficult learning curve.  At the moment, our program runs directly from the command line, and while we designed it to be accommodating and user friendly within the limitations of that interface, our attempts to break free of those limitations through our own customizable website have proven to be our biggest challenge.
Another implementation challenge was making two teams reproduce for our genetic algorithms.  The genetic algorithm must choose random segments from both parents, and it was possible that we would have a scenario where it would choose component x from parent a, component y from parent b, and then potentially reach a point where it would have to choose between parent a's component y and parent b's component x.  To resolve that, we keep a HashSet to quickly determine if we are adding a duplicate, and, if we are, then we don't add anything but make a note of that location so that we can fill it with missing data later.
Accomplishments that we're proud of
As relatively inexperienced hackers, we are proud that we were able to see this project through, going from a raw idea to something genuinely useful!
What we learned
We learned a lot about front-end design and experimented with implementing APIs, even though we had trouble implementing these in the final product.  We also became more accustomed to general project development, which we believe will help us with future pursuits as well as maintaining Spl-it.
What's next for Spl-it
If Spl-it proves to be valuable for customers, we will continue working with the front-end to migrate it to a more user-friendly platform.  We will also integrate an actual ability to pay through the site for split items instead of just calculating the splits—we are hoping to partner with retailers to curate certain items to recommend for gift-shopping and allow the gift splitting for those items directly through our site.  We also hope to expand the team-maker to allow more customizable criteria for groups, and hopefully streamline the currently tedious data entry process.  And we want to modify our time split so that, rather than merely outputting amounts of time to spend on a project, it functions as a schedule organizer.  Some other ideas that we have had for future services include tutoring (where the tutor teaches a group and the group splits the payment, so a group of 15 might only pay $1/hour for a $15/hour tutor).


Built With
javareactshell


Try it out



github.com","Best Communication and Community Hack, Best Use of React"
74,hackgt_2021.csv,UMatter;,"Inspiration
Suicide rates in the US have slowly been on the rise since statistics started being recorded for them. The global pandemic has also exacerbated this mental health issue. Currently, suicide is the 10th leading cause of death in the country. This rank jumps drastically for adolescents and young adults, being the second leading cause of death for ages 10-34. In university environments, it is especially prevalent. It seems we receive messages about students committing suicide multiple times every year. We wanted to tackle this issue and decided to design an autonomous system that would be positioned on the roof of tall buildings to notify authorities and mental health aid if somebody attempts to climb the rails and jump. Although jumping isn’t the leading method of suicide, “jumping from tall buildings or high bridges seems to be reserved for those who are determined to die”. Hopefully, our system will be able to detect jumpers and alert help, potentially saving lives. 
What it does
Our system, positioned on the rooftops of tall buildings, has a distance sensor slightly past the railing, which should pick up any activity past the railing, like leaning or reaching. Once the sensor detects activity, the raspberryPi will have the connected camera take a picture. This picture is first run through Google’s Vision API, which detects whether or not there is a person in the image. This will verify that no birds or squirrels or plants trigger the response. If a person is detected, the image is run through OpenPose which uses a series of joint points to determine the position of the person’s body. If the person’s body appears to be in a climbing/unnatural or unrecognizable position, an automated message is played through the speaker, alerting the person that help is on it’s way,discouraging them from continuing their actions, and sending a message to authorities and mental health professionals about the situation. Any of these conditions not being met means nobody is in danger causing everything to run normally, 
How we built it
Our main hardware component was a raspberryPi, which we connected to peripheral devices, an ultrasonic sensor and a USB camera. Python was the only language we actively coded in, while using technologies such as OpenPose, AWS SNS, Google Cloud Vision API, and OpenCV. We downloaded ubuntu onto the raspberryPi as our operating system and used it to coordinate between the peripheral devices and connect to AWS and the vision API.
Challenges we ran into
While building our system, we had some problems with our peripherals and with OpenPose. Working with the camera and speaker was tricky. OpenPose works best with high-quality, well-lit pictures and our old cameras were taking either low-quality or poorly-lit pictures which resulted in very inconsistent OpenPose results. We changed our camera to be a slightly higher quality one, which fixed some issues. Getting the raspberryPi to play the audio on the speaker instead of the connected monitor was also challenging. That required downloading an MP3 player.
Accomplishments that we're proud of
We’re most proud of what we learned and successfully working with both a camera and open source machine learning algorithms. It was our first time working from source all the way to the end result, while working with unfamiliar hardware. I think we all gained new skills throughout the entire process and are proud of our accomplishments.
What we learned
This was all the team members’ first time working with RaspberryPi, so we had to learn how to set it up and work with it. In addition, we had to research and learn about human body recognition systems like the Google Vision API and the trained convolutional neural network, OpenPose to detect human presence and different parts of the body. We also learned how to use opencv to interact with our camera and manipulate images. Hardware-wise, dealing with the camera-raspberryPi and sensor-raspberryPi interactions was new for us. This was the first time we had worked with a raw camera output and large amounts of image data. Finally, a few of us learned how to code in Python for the first time. (P.S. We also learned vim)
What's next for UMatter;
The next step would be to create communication between the raspberry pi and the client on the front end. When notified, mental health professionals would be able watch a livestream of the camera. This feature would also allow for an on call counselor to help the person considering suicide in real-time. This would be accomplished by allowing the counselor to send data from their microphone to the speaker on the raspberry pi to communicate with the person.


Built With
distance-sensorgoogle-vision-apiopencvopenposepythonraspberry-piusb-camera


Try it out



github.com","Best Hardware Hack, Best use of Machine Learning/Artificial Intelligence, Computer Vision in IoT, Best Use of Google Cloud API, Best mental health hack"
75,hackgt_2021.csv,Car-Bon,"Inspiration
In recent years, we've seen the Earth's climate rapidly change. One of the leading causes is the passenger vehicle: cars and trucks account for almost 1/5th of the United States' carbon emissions. According to the United Nations, carbon emissions need to be reduced by 7.6% every single year until 2030 to prevent irreversible climate change. Our team has decided to create Car-Bon, an app that tracks a user's driving route and automatically calculates the carbon levels emitted from a trip. 
What it does

Allows a user to create an account with driving information such as MPG and fuel type.
Track's a user's location and evaluates the distance of their route.
Calculates the carbon levels emitted from a drive.
Visualizes the user's weekly carbon emissions and provides a history and overview of recent trips.

How we built it
When the user starts tracking, Car-Bon will begin detecting the user's location and calculating the distance travelled. After the trip is completed, Car-Bon will automatically store trip specific data such as cumulative distance and waypoints in Google Firestore. With the data stored in Google Firestore, Car-Bon can retrieve a user's past carbon footprint, recent trips and plot the route on an embedded Google Map.
Challenges we ran into

Our team's first attempt at both creating a mobile app and working with Google Firebase.
Organizing the UI to make it look decent took lots of trial and error.
Testing the app was difficult since only one of us had an Android and it required us to drive with the built app on a device.

Accomplishments that we're proud of

Developing a fully functional application that met our initial goals.
Becoming proficient in querying from Google Firestore.
Practiced good design principles.

What's next for Car-Bon

Integrating Bluetooth to automatically detect when a user is connected to their car, eliminating the need of starting tracking.
Offering Google Map's most fuel efficient and eco friendly routes as an alternative once it's available on their API.



Built With
android-studiodartfirebasefirestorefluttergoogle-maps


Try it out



github.com","Best Android App, Earth and Space Prize, Best Use of Firebase"
76,hackgt_2021.csv,ReFroggers,"Inspiration
We have a passionate love for all things frog and for the Earth. Encouraging people, especially children who might not have prior education in this subject, to engage in sustainable behavior some froggy rewards led us to build ReFroggers! We drew inspiration from retro games, hence the font choice and art style.
What it does
ReFroggers rewards users' sustainable actions with Frogecoin. On any bin, scan the ReFroggers QR code to know what material it accepts. Bins can range from compost to recycle, and Frogecoin will be awarded by how sustainable and impactful that action is! Frogecoin is a full-trust, decentralized, ledger-based cryptocurrency that can be exchanged for ecofrog companions that will customize the app in fun ways.
How we built it
We first created mockups of the app with Figma. We chose React Native as our framework as we wanted a friendly mobile app that works with both iOS and Android. Our screens were created in TypeScript, and images were hand drawn by our designer in FireAlpaca.
Challenges we ran into
For some of us, it was our first time using React Native and doing frontend development, so getting up to speed with the program flow was difficult. Also state management took a lot of time to figure out. At first, it was simple with just a few variables to keep track of. As we kept adding features, it became more and more difficult to manage everything. It was definitely a learning curve, but we're proud of how we were able to expand our skill set and learn a new technology!
Accomplishments that we're proud of
Our code works and runs!! We think our app is super cute and we're glad we were able to make something that is both impactful and visually appealing. 
What we learned
We learned a new technology and understood the app development process for React and mobile-dev in more depth. We also learned how important state management is for iterative development. 
We discovered that peer programming is extremely helpful with speeding up development since you can have constant feedback and answers to questions quickly. Our developers had different coding backgrounds so each person can provide a new perspective.
Most importantly, frogs make everything better 🐸🐸
What's next for ReFroggers
We have a few things we'd love to further explore:

Using ML to scan pictures of what is dropped off at bins to automatically award Frogecoin
A map that shows where nearby bins are and what they accept
Search function that looks up what kind of plastic an item is (i.e. pringles can)
Expand QR code to other environmental venues: gardening, community workshops, or even exploring nature! We want to incentivize all types of learning about the local ecosystem and how to sustain it
Interacting with friends! Sharing your frog and doing sustainability activities together!!



Built With
expo.iofigmafirealpacajavascriptreact-nativetypescript


Try it out



github.com","Best UX, Best Gamification Hack, Best Sustainability Hack"
77,hackgt_2021.csv,CalorieCounter,"Our App
Nutrition, especially for college students, is often neglected. At the very basic level, hitting one’s own caloric needs is vitally important to maintaining health. In opposition, the obesity rates, especially those of young adults in America continue to peak despite intervention from government associations and other non-profit organizations. Balancing these two issues with the fast-paced, stressful lifestyle that most college students lead, there is often little to no time to spare agonizing over inputting meals into an app to keep track of nutrition. Through this application, we created an AI based solution that both maximizes the ability to monitor nutrition, while minimizing the burden on the user to track their own nutrition. Utilizing the Google Cloud Vision API we were able to allow for a live camera to detect text on nutrition labels as an input, which was then translated to a number to track the nutritional value of food, and compared it to the total necessary amounts of nutrition. We initially planned to scan an image of a meal and return nutritional information upon recognizing the meal. However, we kept running into issues using the food recognition API we had found. Thus, we decided to scan the calories instead. In the 36 hours that we were given, we were not able to cover all the intricacies of the complete health model, but we do have plans to expand on our product in the future. Adding features that track vitamins, minerals, and even expanding upon our food recognition abilities so that our application can give meal recommendations based on dietary restrictions, and physical activity levels are all part of our next steps. Further into the future, we hope to be able to connect our recommendation software with local grocery stores in order to quickly place food orders based on the user’s dietary needs.


Built With
andriod-studiogoogle-cloud-visionjavaoptical-character-recognition","Best Android App, Best Use of Google Cloud API"
78,hackgt_2021.csv,Hospital Management,"What it does
This project is meant to serve as an equipment distribution management system for hospitals during COVID-19, specifically for personnel protective equipment (PPE). The dashboard allows a user to select a hospital and receive information about its ICU usage.
How we built it
The front-end is a simple react webapp that displays a form for inputting the hospital name.
We sourced data from a variety of places- the covid data is from Covid ActNow, but this API requires the fips code for a location to grab county-level data. To match hospitals to fips codes, we coded a Python script to cross-reference a list of hospitals mapped to counties with a list of counties mapped to fips codes, and then sent this data to the ActNow API. 
Challenges we ran into
Our original goal was to integrate our project with NCR's catalog and order API in order to help manage PPE distribution, but we were unable to reach this part of development by the time deadline.
Accomplishments that we're proud of
Most of our team was new to hackathons, so we enjoyed learning together how to use APIs and how to create webapps.
What's next for Hospital Management
We plan to continue working on this project to flush out the NCR integration, allowing for inventory management by suppliers. This will involve developing a basic catalog of products, implementing transaction data, building out a full backend system, and determining priority level using metrics other than ICU bed capacity.


Built With
node.jspythonreact


Try it out



github.com","Best Use of React, Best Healthcare Hack, Best hack that uses open public health data"
79,hackgt_2021.csv,Trendy Thrifts,"Inspiration
As young adults trying to keep up with rampant celebrity culture, catwalk trends, and high-fashion designs on a budget, it can become difficult to not participate in fast fashion, even when knowing that it is  a highly exploitative business model that is extremely detrimental to the environment. We wanted to design a solution that would allow consumers to buy and wear trendy clothes while abandoning fast-fashion companies.
What it does
Our app has 3 main functions. The first is a machine learning algorithm that predicts trend-cycles and how long certain items of clothing will be on trend. The second allows users to upload items from thrift stores that they believe are trendy. They provide a description of the clothing item along with a picture and the app will automatically predict its lifetime as a trend. The third allows users to search for these trendy items in thrift stores near them using clothing article filters. 
How we built it
We built the prototype of the app on Figma.
Challenges we ran into
The most difficult part of our project was finding dataset to analyze that would allow us to predict trend cycles.


Built With
figma


Try it out



www.figma.com",Best Use of Figma
80,hackgt_2021.csv,Foodies,"What it does?
Displays available recipes that matches the ingredients that you have at home
How?
Android Studio and Java
Challenges
Figuring out how to create an app with Android Studio without prior app development experience
Proudest Achievement
Learned how to create user storage and access it throughout our app
Next Steps
Extending our recipe database to display more diverse recipes of different kinds of dishes
Emerging Hackers Team


Built With
java


Try it out



github.com","Best Android App, Best First-Time Hack"
81,hackgt_2021.csv,Techniq,"Inspiration
Our team leader, Charlie, is an avid ice skater, and he originally came up with our idea because he wanted a way to compare his ice skating jumps to a professional ice skater’s in order to work on his form. 
What it does
Techniq takes in two user inputs: an image of the athlete and an image of the professional athlete they want to compare their image to. With the two images, Techniq uses MediaPipe and OpenCV to track the position of the joints and limbs of the user and the professional athlete. Using these coordinates, a graph is created of both images that are then compared to find the differences between them. With every difference between the two poses, advice is given to the user on how they can improve and perfect their form. 
How we built it
We built Techniq using Python and the MediaPipe and OpenCV open-source code. The Python code contains several functions that create coordinates for each body part, transform them into a graph, rotate the graph to be in the same orientation, and then compares the differences between the graphs and gives the user advice. The advice was planned to be printed out onto a web page made with HTML and styled with CSS, and subsequently had lots of work put into it, but we ultimately did not have time to implement it.
Challenges we ran into
We ran into several challenges while making Techniq. A very big challenge we faced was our rotation function. This function would rotate the user “skeleton” created from the inputted images so that they are oriented the same way. The matrix math behind the rotations of all the coordinates gave us trouble because we had to rotate in 3 dimensions. 
Accomplishments that we're proud of
We’re really proud of our standardization functions. Our work on transformation, scaling, and rotation required a heavy amount of advanced linear algebra as well reconstructing skeletons from the ground up, one coordinate at a time. We also figured out how to draw the two skeletons on top of the actual image so the difference between the two is much more clear to the user. 
What we learned
We learned a lot about motion tracking and coordinate mapping during this project. All of us got more acquainted with the MediaPipe framework as well as the Flask Python module. Overall, we thoroughly enjoyed HackGT, and we're happy our first in-person hackathon experience was here!
What's next for Techniq
Our next goal is to be able to take in videos of different exercises and movements and be able to track them frame by frame in order to compare them to a video of a professional athlete doing the same movements. Due to the time restraints and our limited knowledge of motion tracking, implementing video motion tracking was something we could not execute. Additionally, our website would soon be put up and hopefully we can transition soon to Android and iOS, which would be the ideal environment for Techniq!


Built With
cssflaskhtml5mediapipeopencvpython


Try it out



github.com",Best Use of AI in Education
82,hackgt_2021.csv,Bluezone,"Inspiration
We are incredibly saddened by the fact that misinformation around the Covid-19 vaccines remains prevalent, which has caused many unfortunate and unnecessary deaths from unvaccinated patients, as detailed by the Washington Post. Thus for this hackathon, we want to build something that will help reduce Covid-19 misinformation on social media, thus leading to our idea of BlueZone
What it does
Ideally, BlueZone is an dashboard that collects Twitter tweets regarding Covid-19 vaccine and vaccine-related misinformation in the background, and visualizes the prevalence of and vulnerability to Covid-19 vaccine misinformation across the 50 US States. In particular, it will automatically calculate and visualize what particular misinformation topic is currently prevalent for each state and also how vulnerable each state is to misinformation based on their current vaccination rate and vaccine misinformation rate
How we built it
Due to time constraints, we performed all Tweet-gathering via the Twitter API and derivation of key metrics using Python (pandas, tweepy, numpy). To collect tweets on Covid-19 vaccine misinformation, we identify common terms that are extremely likely to be associated with vaccine misinformation (list can be found in Github Link), on top of generic Covid vaccine search terms. After calculating the score of the 4 key metrics (described in the Github Link and video presentation) for each state, we export this data to a csv file, which will then be used for visualization using the d3.js library  
Challenges we ran into
One early challenge we found was that not all users self-report their location data (a key criteria for visualization). Furthermore, since user location is self-reported, the location format is highly variable and requires careful parsing to retrieve the state where user resides (or None if the user resides elsewhere). However, the biggest challenge we ran into was that most members of the team had very little practical experience regarding d3.js and other web technologies, which significantly slowed down development time. 
Accomplishments that we're proud of
We are extremely proud of the fact that despite our lack of experience, we managed to finish extracting data and building 4 interactive visualizations for key metrics regarding COVID vaccine misinformation from the 155000 tweets gathered over a period of 24 hours, which we hope will be useful for public health officials to help strategize their outreach efforts against COVID misinformation.
What's next for Bluezone
We hope to turn Bluezone into a full-fledged web dashboard that can be expanded to other areas of medical misinformation.


Built With
d3.jsjavascriptnltknumpypandaspythonreacttwitter


Try it out



github.com



github.com","Best Use of React, Best hack that uses open public health data"
83,hackgt_2021.csv,Mindlastic,"Inspiration
The mental-health crisis is a crisis in the US, with suicide rates increasing, and 46% of the Adult population reporting experiencing symptoms of anxiety or depression. It is one of the few problems that technology has actively contributed to as opposed to remedying. We all have been strongly affected by the mental-health crisis and wish to use technology as a tool in the effort to combat it.
What it does
Mindlastic is an iOS app that is designed to track and elevate your mental health. The app is based around journaling, and uses OpenAI's GPT-3 AI to gain advanced insight on text input, detecting nuanced patters unnoticeable by humans, even ourselves. Each journal entry results in an estimated sentiment value, which is then used to track overall mood and well-being. This data can be combined with sleep and exercise data to provide suggestions to the user to alleviate mental health symptoms. 
How we built it
Mindlastic was built with a Swift/SwiftUI frontend and a Python backend using Flask and MongoDB. The app uses artificial intelligence through OpenAI's GPT-3 for classification and summarization of the data.
Challenges we ran into

Learning the capabilites of GPT-3, and how to best control it.
Data transfer between different frameworks/languages

Accomplishments that we're proud of

Using GPT-3, a bleeding-edge technology that has been largely untested with very little example code online.
Clean and elegant UI

What we learned

Artificial intelligence fundamentals and applications
Mobile app design and structure
Server hosting and cloud databases

What's next for Mindlastic

 Additional features using GPT-3 to get more types of numeric data
predictions for how you will feel on future days based on our data, sleep, heart rate, exercise, and even diet
AppStore release
Long-term, stable server and database
Additional security
UI improvements



Built With
flaskgcpgpt-3mongodbopenaipythonswiftswiftui


Try it out



github.com","Best hack that uses open public health data,  Best Use of C/C++ Rust Swift or Assembly, Best Mobile Hack, Best Hack using a Large Language Model "
84,hackgt_2021.csv,Mercury,"Inspiration
Digital receipts save great amounts of paper and water waste caused by typical recyclable paper receipts. In fact, completely skipping paper receipts would save 12 billion pounds of carbon dioxide. However, there is not a convenient manager for these digital receipts and they are often scattered throughout one's inbox. We wanted to create a do-it-all application that effectively stores and utilizes these receipts.
What it does
The program connects the NCR Order API to the point of sale system, generating a new order. From there, the project uses the SendGrid and Testmail email APIs to pass on the information, which is finally stored in a MongoDB. The frontend application, Nuxt, retrieves information from MongoDB and highlights the helpful data. Specifically, the program displays a map with markers located at each store where a purchase was made. Once clicked, each marker shows the store name and amount spent at that store. The program also has a pie chart that neatly shows the money distribution of all purchases. At the top of the dashboard page, there is a table consisting of merchant name, data, and total spent. The program also allows user to click on each purchase for further details. Each store also has its own loyalty programs page, where retail gamification is in full effect. 
How we built it
We generated a point of sale (POS) simulator and hooked it up the order API. Simultaneously, the testmail and sendgrid APIs were made functional. We then established a connection with the MongoDB and created our connection information. The next step was to populate the Front End application using the retrieved data. We created and updates the necessary Node.js and Vue.js files. Specifically, we created a dashboard with pieChart, map, and loyalty components. 
Challenges we ran into
The Mapbox API access token was not working, and it was difficult to fix rounding problems on chartJS as the values were stored as Strings in a list. 
Accomplishments that we're proud of
We are proud of our incorporation of the NCR Order API, and in general, we are proud of using a variety of tools. 
What we learned
We learned how to operate the NCR Order API, the Mapbox API, the cruces of a Nuxt program, and the steps needed to connect a multi platform project. 
What's next for Mercury
Use machine learning algorithms to offer suggestions based on user spending. 


Built With
express.jsmongodbncrncr-order-apinode.jstestmailvuevue.js


Try it out



github.com","Best Use of MongoDB Atlas, Best Sustainability Hack, Best use of SendGrid"
85,hackgt_2021.csv,Toasty,"Inspiration
Many people continue to face challenges when it comes to remote learning.
Educators and parents want greater insight into the students’ progress...
Young students need a service to boost productivity and motivation...
What it does
Toasty is a chrome extension/web app concept that is meant to be used in conjunction with other educational materials in order to boost productivity and morale. It gamifies the learning experience and encourages users to get stuff done in an entertaining and interactive way, through the motivation of a super cute & crispy piece of bread! Users complete tasks, earn crumbs, and then use crumbs to customize their toast with a variety of different toppings.
Who it's meant for
Ultimately anybody, but our target demographic is young children in elementary to middle school & their parents and educators (tutors, teachers, etc.)
How it helps
Educators and parents can play a more active role in their students’ academic progress, and this extension makes it easier to assign tasks and study material to students. For students, productivity is boosted in a more comfortable, entertaining, and friendly environment. Toasty seeks to gently encourage task completion. Every student can move at their own pace while maintaining a healthy relationship with their academic progress.
How we built it
UX/UI: Figma, FigJam, Procreate, Development: HTML/CSS, JavaScript, Git
Challenges we ran into
Time management (balancing socializing/events during the hackathon with project work ), challenges with development since creating a chrome extension was a foreign concept to all of us.
Accomplishments
Collaboration, Process of Designing and Prototyping to Program Execution, Use of a Variety of Tools & Technologies
What's next for Toasty
More complete functionality and hopefully eventually adding this extension to the Chrome web store! Also, more UX/UI designs & analysis!


Built With
cssfigmahtml5javascript


Try it out



github.com



www.figma.com



www.figma.com","Best Education Hack, Best Gamification Hack, Best Use of Figma"
86,hackgt_2021.csv,sustain.go,"Inspiration
We were inspired by own everyday shopping habits and grocery routines where we often are unsure of which are the best brands to buy from. With an app that could provide suggestions and inform us of how to make better decisions, we could make changes in our own routines to contribute to sustainability efforts. 
What it does
sustain.go provides users with a 'game' experience while they complete their grocery shopping. With a list of items, our app will provide users with some facts about sustainability and encourage them to choose to purchase brands that are sustainable. Each time they purchase from a more sustainable brand, they will be rewarded points which can be accumulated to earn discounts from their favorite stores.
How we built it
The project was built using the Java programming language and the XML markup language in conjunction with the Android software development kit libraries and the Android Studio IDE while also implementing key object-oriented programming principles.
We initially sketched out the idea for the application and created low fidelity mock ups in Figma. We added different features to the various screens of the app. Using the prototype tool in Figma, we created a user flow which allows a user to go from a login screen to the dashboard to view their points. They are also able to checkout the weekly challenges to earn more points, record their grocery trips and upload their receipts. 
We took these mockups as inspiration as we started building the app in Android Studio. We initially started with created the structure of the project and organizing the classes into different modules. We used JAVA in order to create our frames in Android Studio. Each different screen has a class that handles the backend tasks, a .xml page that has the front-end of the screen and a controller that acts as the middleman. 
We used Git to collaborate and keep track of our changes.
Challenges we ran into
We set out to build this idea in an android app, however our team has little experience with app development. We were able to set up an app in android studio, however could not fully implement functionality into our app.
Accomplishments that we're proud of
We were able to get our idea across in Figma and create interfaces for our main pages of the app. Our team collaborated well in combining our skills and coming up with an idea we were all excited about.
What we learned
Our whole team learned a lot about creating an app. we learned from each other’s skillsets. From creating mock-ups in Figma to producing these designs on Android Studio, we learned how to go about the design thinking process and convert these ideas into a digital product.
What's next for sustain.go
we would love to be able to implement the app and provide factual data to users from APIs and databases. We could add more features such as more variety and reminders for weekly challenges, more opportunities to earn points, or a community leaderboard.


Built With
android-studiofigmagitgithubjavaxml


Try it out



www.figma.com



github.com","Best Android App, Best Improvement of Retail Experience, Best Sustainability Hack, Best Gamification Hack"
87,hackgt_2021.csv,Write Right,"Inspiration
Through Covid, we realized we lost practice of our handwriting due to most of our school and work going online. With lifestyles returning back to normal, we want to give our audience the opportunity to assess their legibility and return to healthy habits of practice. 
What it does
Our application will take in your image file, look through your writing, and return it as online text. If it misreads, it is an indicator that your handwriting needs some work. Through repeated file uploads, you can match your goal of legibility.
How we built it
We used the Pen to Print api to convert your image file to text. We hosted it on a webpage constructed with javascript, html, and CSS. We wrote our code in VSCode.
Challenges we ran into
We had to learn how to use APIs, manage our time effectively, set reasonable and realistic goals, and combat burnout.
Accomplishments that we're proud of
We are proud of finishing our project and making it look good.
What we learned
We learned how to use APIs and how to create a website that allows you to interface different processes to reach one end goal. 
What's next for Write Right
We want to expand our project to use grammarly APIs and return a more concrete level of legibility so we can cater to our audience in a more specific manner.


Built With
htmljavascriptrapidapi


Try it out



github.com",
88,hackgt_2021.csv,Environmental Data Analysis,"Inspiration
We all hail from across the United States, and among us, have seen many different parts of the world. As a result, doing a project centralized on helping society and the environment, through data visualizations, spoke to us, and this is our work on it.
What it does
The first part of this project is focused on looking at ESG (Environmental, Societal, and Governance) metrics for various countries around the globe, while the second part builds a machine learning model predicting revenue based on financial data in conjunction with company-specific ESG scores.
How we built it
We built the project completely in Kaggle, with assistance from various HackGT mentors and Stack Overflow.
Challenges we ran into
Initially, we planned on creating a robot which could play a game enhancing teamwork and communication among kids, using Java and C, however, due to various hardware and software problems, we had to rapidly pivot our idea. As a result, although we had many setbacks, I am very proud of our final product.
Accomplishments that we're proud of
I'm proud of all of us for building this project, especially as it was all of our first times at a hackathon, and so, everything was new to us. We were often pushed to our limits, but we persevered, learned a lot, and created a project that we are all very happy with, and one that we hope you all enjoy as well!
What we learned
We learned various data science and machine learning concepts, and how best to apply them to various contexts. We also learned how to know when things are going wrong, and how to keep pushing without running into a wall and preventing successful progress. Finally, we all grew closer as a team.
What's next for Environmental Data Analysis
We hope to enhance the machine learning model through more specific weights, and potentially changing the base model as well. Furthermore, if we could get more data, and add that to our model, that would greatly help with making sure that the information provided is accurate.


Built With
kagglepython


Try it out



github.com","Best First-Time Hack, Best use of Machine Learning/Artificial Intelligence"
89,hackgt_2021.csv,Quasar - eCommerce for the future,"Inspiration
As brick-and-mortar stores close across the country, beaten by online retail giants like Amazon and Walmart, shoppers are forced to purchase online. While digital shopping can be more convenient and accessible to millions, consumers miss out on the interaction with products in their own physical environment and finding products can be tough when you do not know what to search for. This is why we have created Quasar, a web app available on desktop, iOS, and Android that uses augmented reality, machine learning, blockchain, and crypto to modernize shopping - making a new interplay between the physical world and digital shopping platforms.
What it does

Modernizes the digital shopping experience, leveraging augmented reality (AR) and machine learning (ML) techniques to bring digital shopping to your physical world
Visualizes products in their own physical environment through 3D product models and augmented reality
ML-powered smarter search - users can search for products by scanning images of related products, eliminating the need for keyword searches
Have peace of mind knowing the user will receive top quality products verified through a private blockchain acting as a quality control ledger for products
Enables crypto payments for products, enabling a larger audience to purchase products
Blockchain-based QC ledger to keep track of the lifecycle of a product from manufacturing to production to store shelves

How we built it

ReactJS
3D models & Augmented Reality (using Echo3D)
Authentication & Database (using Firebase)
Machine Learning (using TensorFlow.js)
Crypto Payments (using CryptoJS)
Wireframing & Prototyping (using Figma)

Challenges we ran into

Integrating the ML model into our app
Navigating Nodejs merge conflicts -- package-lock was a nightmare
Learning a new front-end framework (ReactJS) for most of our members
Debugging dependency versions

Accomplishments that we're proud of

Augmented reality
Trained ML model
Good-looking UI
Crypto payments
We got a lot done in 36 hours

One thing we're most proud of is how our team was able to make the most out of each member's core strengths. Our specialties ranged from UI/UX to Full-Stack to Machine Learning, and somehow, we came together to create something beautiful with a ton of functionality. Alone, we would not have created such an awesome project with Quasar. But together, we inspired each other, supported each other and brought forth each other's best work.
What we learned

Implementing a ML model
TailwindCSS/UX design
Using a state-of-the-art front-end framework (ReactJS)
Working towards a common goal

The most important thing we learned was how to work together as a team, even if we aren't physically near each other. At some points of the project, half of our team was virtual, and it was imperative that we clearly fleshed out a plan before programming to guarantee that we have the same vision for the project, rather than 4 separate ones. Our initial idea formulation meeting lasted over 2 hours, delegating tasks to each other and clarifying the goals/purpose of our hackathon project.
What's next for Quasar
We want to change how people see innovation. Though Quasar may not continue into the near future, the ideals of using innovative technologies to drastically change the status-quo of our daily lives will continue to live on through each of the members of team Quasar. We will continue to find ways to push the envelope and make people re-think the way they do things. One immediate goal is to continue improving the user experience and one way we can do that is by ensuring our design is responsive to multiple screen sizes (right now Quasar is not meant to be viewed on a mobile device) and to those with accessibility concerns.


Built With
cryptojsecho3dfirebasereacttensorflow


Try it out



github.com



quasar-hackgt.netlify.app



www.figma.com","Best Improvement of Retail Experience, Best AR/VR Hack, Best Use of Firebase, Best use of Machine Learning/Artificial Intelligence, Best Use of React, Best Use of Echo3D"
